Index	PG.MolecularWeight	PG.ProteinGroups	PG.Genes	PG.Organisms	PG.ProteinDescriptions	PG.ProteinNames	[1] C_Schulte_290621_260821_UMG_Fu_R1_1.raw.PG.Quantity	[2] C_Schulte_290621_260821_UMG_Fu_R1_10.raw.PG.Quantity	[3] C_Schulte_290621_260821_UMG_Fu_R1_11.raw.PG.Quantity	[4] C_Schulte_290621_260821_UMG_Fu_R1_12.raw.PG.Quantity	[5] C_Schulte_290621_260821_UMG_Fu_R1_13.raw.PG.Quantity	[6] C_Schulte_290621_260821_UMG_Fu_R1_14.raw.PG.Quantity	[7] C_Schulte_290621_260821_UMG_Fu_R1_15.raw.PG.Quantity	[8] C_Schulte_290621_260821_UMG_Fu_R1_16.raw.PG.Quantity	[9] C_Schulte_290621_260821_UMG_Fu_R1_17.raw.PG.Quantity	[10] C_Schulte_290621_260821_UMG_Fu_R1_18.raw.PG.Quantity	[11] C_Schulte_290621_260821_UMG_Fu_R1_19.raw.PG.Quantity	[12] C_Schulte_290621_260821_UMG_Fu_R1_2.raw.PG.Quantity	[13] C_Schulte_290621_260821_UMG_Fu_R1_20.raw.PG.Quantity	[14] C_Schulte_290621_260821_UMG_Fu_R1_21.raw.PG.Quantity	[15] C_Schulte_290621_260821_UMG_Fu_R1_22.raw.PG.Quantity	[16] C_Schulte_290621_260821_UMG_Fu_R1_23.raw.PG.Quantity	[17] C_Schulte_290621_260821_UMG_Fu_R1_24.raw.PG.Quantity	[18] C_Schulte_290621_260821_UMG_Fu_R1_25.raw.PG.Quantity	[19] C_Schulte_290621_260821_UMG_Fu_R1_26.raw.PG.Quantity	[20] C_Schulte_290621_260821_UMG_Fu_R1_27.raw.PG.Quantity	[21] C_Schulte_290621_260821_UMG_Fu_R1_28.raw.PG.Quantity	[22] C_Schulte_290621_260821_UMG_Fu_R1_29.raw.PG.Quantity	[23] C_Schulte_290621_260821_UMG_Fu_R1_3.raw.PG.Quantity	[24] C_Schulte_290621_260821_UMG_Fu_R1_30.raw.PG.Quantity	[25] C_Schulte_290621_260821_UMG_Fu_R1_31.raw.PG.Quantity	[26] C_Schulte_290621_260821_UMG_Fu_R1_32.raw.PG.Quantity	[27] C_Schulte_290621_260821_UMG_Fu_R1_33.raw.PG.Quantity	[28] C_Schulte_290621_260821_UMG_Fu_R1_34.raw.PG.Quantity	[29] C_Schulte_290621_260821_UMG_Fu_R1_35.raw.PG.Quantity	[30] C_Schulte_290621_260821_UMG_Fu_R1_36.raw.PG.Quantity	[31] C_Schulte_290621_260821_UMG_Fu_R1_37.raw.PG.Quantity	[32] C_Schulte_290621_260821_UMG_Fu_R1_38.raw.PG.Quantity	[33] C_Schulte_290621_260821_UMG_Fu_R1_39.raw.PG.Quantity	[34] C_Schulte_290621_260821_UMG_Fu_R1_4.raw.PG.Quantity	[35] C_Schulte_290621_260821_UMG_Fu_R1_40.raw.PG.Quantity	[36] C_Schulte_290621_260821_UMG_Fu_R1_5.raw.PG.Quantity	[37] C_Schulte_290621_260821_UMG_Fu_R1_6.raw.PG.Quantity	[38] C_Schulte_290621_260821_UMG_Fu_R1_7.raw.PG.Quantity	[39] C_Schulte_290621_260821_UMG_Fu_R1_8.raw.PG.Quantity	[40] C_Schulte_290621_260821_UMG_Fu_R1_9.raw.PG.Quantity	[41] C_Schulte_290621_260821_UMG_Fu_R2_1.raw.PG.Quantity	[42] C_Schulte_290621_260821_UMG_Fu_R2_10.raw.PG.Quantity	[43] C_Schulte_290621_260821_UMG_Fu_R2_11.raw.PG.Quantity	[44] C_Schulte_290621_260821_UMG_Fu_R2_12.raw.PG.Quantity	[45] C_Schulte_290621_260821_UMG_Fu_R2_13.raw.PG.Quantity	[46] C_Schulte_290621_260821_UMG_Fu_R2_14.raw.PG.Quantity	[47] C_Schulte_290621_260821_UMG_Fu_R2_15.raw.PG.Quantity	[48] C_Schulte_290621_260821_UMG_Fu_R2_16.raw.PG.Quantity	[49] C_Schulte_290621_260821_UMG_Fu_R2_17.raw.PG.Quantity	[50] C_Schulte_290621_260821_UMG_Fu_R2_18.raw.PG.Quantity	[51] C_Schulte_290621_260821_UMG_Fu_R2_19.raw.PG.Quantity	[52] C_Schulte_290621_260821_UMG_Fu_R2_2.raw.PG.Quantity	[53] C_Schulte_290621_260821_UMG_Fu_R2_20.raw.PG.Quantity	[54] C_Schulte_290621_260821_UMG_Fu_R2_21.raw.PG.Quantity	[55] C_Schulte_290621_260821_UMG_Fu_R2_22.raw.PG.Quantity	[56] C_Schulte_290621_260821_UMG_Fu_R2_23.raw.PG.Quantity	[57] C_Schulte_290621_260821_UMG_Fu_R2_24.raw.PG.Quantity	[58] C_Schulte_290621_260821_UMG_Fu_R2_25.raw.PG.Quantity	[59] C_Schulte_290621_260821_UMG_Fu_R2_26.raw.PG.Quantity	[60] C_Schulte_290621_260821_UMG_Fu_R2_27.raw.PG.Quantity	[61] C_Schulte_290621_260821_UMG_Fu_R2_28.raw.PG.Quantity	[62] C_Schulte_290621_260821_UMG_Fu_R2_29.raw.PG.Quantity	[63] C_Schulte_290621_260821_UMG_Fu_R2_3.raw.PG.Quantity	[64] C_Schulte_290621_260821_UMG_Fu_R2_30.raw.PG.Quantity	[65] C_Schulte_290621_260821_UMG_Fu_R2_31.raw.PG.Quantity	[66] C_Schulte_290621_260821_UMG_Fu_R2_32.raw.PG.Quantity	[67] C_Schulte_290621_260821_UMG_Fu_R2_33.raw.PG.Quantity	[68] C_Schulte_290621_260821_UMG_Fu_R2_34.raw.PG.Quantity	[69] C_Schulte_290621_260821_UMG_Fu_R2_35.raw.PG.Quantity	[70] C_Schulte_290621_260821_UMG_Fu_R2_36.raw.PG.Quantity	[71] C_Schulte_290621_260821_UMG_Fu_R2_37.raw.PG.Quantity	[72] C_Schulte_290621_260821_UMG_Fu_R2_38.raw.PG.Quantity	[73] C_Schulte_290621_260821_UMG_Fu_R2_39.raw.PG.Quantity	[74] C_Schulte_290621_260821_UMG_Fu_R2_4.raw.PG.Quantity	[75] C_Schulte_290621_260821_UMG_Fu_R2_40.raw.PG.Quantity	[76] C_Schulte_290621_260821_UMG_Fu_R2_5.raw.PG.Quantity	[77] C_Schulte_290621_260821_UMG_Fu_R2_6.raw.PG.Quantity	[78] C_Schulte_290621_260821_UMG_Fu_R2_7.raw.PG.Quantity	[79] C_Schulte_290621_260821_UMG_Fu_R2_8.raw.PG.Quantity	[80] C_Schulte_290621_260821_UMG_Fu_R2_9.raw.PG.Quantity
3170	13722.65	Q9DBG9	Tax1bp3	Mus musculus	Tax1-binding protein 3	TX1B3_MOUSE	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	6296.08	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	5316.20	Filtered	Filtered	Filtered	5483.01	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	6059.29	Filtered	Filtered	Filtered	6310.45	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	99.14	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	4311.25	Filtered	Filtered
3171	40429.78	Q9DBH5	Lman2	Mus musculus	Vesicular integral-membrane protein VIP36	LMAN2_MOUSE	5408.03	8572.69	9415.71	5775.87	9188.89	6488.22	7038.21	6238.99	7477.09	7668.95	8317.50	10410.98	7413.02	5238.41	7163.22	5034.08	4883.48	5024.58	5025.01	3753.40	5833.32	7066.36	7869.06	7721.31	13084.33	9246.37	8500.06	7067.57	8642.11	6999.52	8668.52	6073.33	8232.93	5159.29	6339.34	8039.72	7783.13	21901.33	5272.74	7852.25	5510.09	8870.20	7917.24	5213.00	7044.84	6304.01	6749.26	6359.31	7397.54	6788.83	8232.46	8705.14	7467.61	5991.99	7909.91	4743.31	4881.42	4990.82	4756.83	4806.33	4669.73	6034.79	10253.78	7855.19	9922.30	9602.51	8349.25	6437.62	9953.78	6753.77	7112.56	7219.61	10715.80	5306.02	7705.15	7010.52	7559.78	24740.57	9439.67	8571.71
3172	28831.98	Q9DBJ1	Pgam1	Mus musculus	Phosphoglycerate mutase 1	PGAM1_MOUSE	168911.27	131196.03	188541.66	165623.14	154124.64	136283.06	179246.08	165048.70	212897.34	198824.38	146080.58	160404.84	218943.80	204586.53	213835.55	182413.63	186183.86	262337.63	212248.97	229322.27	161162.41	214545.98	142046.78	224643.97	228940.80	161244.89	197689.09	188543.28	200805.14	188759.92	165209.75	217860.41	158797.39	158060.56	144756.02	163178.42	179992.00	268917.88	172768.81	186095.92	170735.77	134270.80	177007.11	171442.09	154094.69	138346.78	167477.48	168843.20	205501.00	198615.92	145307.56	168897.77	219260.48	198630.61	202003.72	189041.39	184997.03	237172.05	209468.47	220180.81	158897.19	212757.83	122925.91	224166.28	211196.34	161327.02	185912.56	181368.84	192180.52	240223.48	160918.73	223443.19	196254.33	149460.16	148103.80	153297.91	186186.36	261432.20	161879.78	200305.70
3173	47874.07	Q9DBL1	Acadsb	Mus musculus	Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial	ACDSB_MOUSE	11610.25	13545.03	12641.08	11375.68	11565.25	13690.13	13131.32	12761.27	13274.28	11696.39	13753.62	11044.66	11799.20	13880.26	12746.41	14483.93	12944.47	10728.86	11255.37	11634.28	11808.40	14242.99	13462.04	10027.10	13193.85	13009.61	14551.43	12643.68	13902.74	11343.06	13159.63	11295.50	13257.66	11609.22	13232.03	12334.70	13070.42	8805.91	10842.50	11313.01	11728.05	11610.41	12761.52	11435.73	13906.10	11551.92	13953.99	13208.33	13076.16	11899.65	13190.38	13539.22	13319.45	15623.23	12676.86	13175.53	12471.46	10817.48	11876.75	11995.14	14633.08	13697.16	13847.72	12140.03	15118.76	14406.63	14704.16	12492.08	17009.43	11563.90	14089.87	13492.23	14648.85	12765.21	13277.64	12436.62	15213.00	8096.41	11456.33	13017.00
3174	62023.18	Q9DBL7	Coasy	Mus musculus	Bifunctional coenzyme A synthase	COASY_MOUSE	9805.87	10362.60	10573.21	9475.16	10634.93	10322.28	9042.16	8873.17	8231.05	6743.44	9724.56	11865.81	10062.23	10281.71	9653.79	9723.59	9245.20	10664.27	8925.95	9057.61	12038.80	8532.46	11639.01	9392.62	8710.23	10073.97	14083.46	7706.70	15295.70	10970.63	10543.87	11241.14	10265.38	12158.39	9208.01	14140.63	11578.18	10774.18	9046.42	12367.97	9523.61	11044.27	13035.79	9423.38	10913.01	12283.06	8378.20	9125.69	7831.32	7065.97	12428.48	13243.94	8106.03	11921.82	9954.81	8662.15	10318.33	11239.94	9348.82	9389.78	11187.54	9359.30	14016.99	8069.79	12474.19	8146.58	16209.08	9621.51	19704.50	14138.08	10197.88	12760.48	14218.06	10550.72	9754.36	11433.30	10584.75	10615.06	12153.45	12857.57
3175	"39154.81;39154.81-2"	"Q9DBL9;Q9DBL9-2"	Abhd5	Mus musculus	"1-acylglycerol-3-phosphate O-acyltransferase ABHD5;Isoform 2 of 1-acylglycerol-3-phosphate O-acyltransferase ABHD5"	ABHD5_MOUSE	1403.57	Filtered	Filtered	522.51	Filtered	992.07	Filtered	525.28	Filtered	Filtered	542.01	Filtered	691.56	Filtered	2807.78	1050.46	2681.80	3555.45	3671.33	1826.23	Filtered	625.37	Filtered	2631.93	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	956.57	Filtered	1486.40	Filtered	Filtered	22657.50	1115.69	Filtered	1635.85	Filtered	Filtered	Filtered	Filtered	672.44	Filtered	Filtered	1178.06	1086.16	Filtered	Filtered	Filtered	Filtered	2099.28	1238.84	2375.02	2490.61	2241.20	548.13	Filtered	322.79	Filtered	Filtered	1400.02	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	956.28	Filtered	Filtered	Filtered	22861.67	547.83	Filtered
3176	22165.32	Q9DBP5	Cmpk1	Mus musculus	UMP-CMP kinase	KCY_MOUSE	30526.51	30206.28	34349.29	33155.57	35304.21	32446.89	27463.27	27439.05	23393.37	25576.50	24998.06	31782.32	36928.39	37717.48	24386.49	26540.04	31281.68	42835.64	29900.36	39176.23	30643.27	29011.39	38011.59	30103.64	32607.48	26214.68	43196.78	30859.53	39580.49	36743.04	30214.17	49467.91	50435.64	36430.77	25412.60	34177.71	29641.79	58216.34	28220.58	44198.15	32850.82	30705.16	34859.46	29216.09	32181.57	35707.97	27609.53	25454.37	22222.90	23991.95	24856.50	32281.32	42732.85	40314.57	22974.09	28327.93	32669.45	44431.66	28535.80	41513.56	25488.42	31088.19	38466.21	29519.54	33831.64	28210.98	51334.61	30335.88	56851.30	44745.49	29961.98	46782.39	52168.96	34785.38	26797.26	36061.21	36887.53	63303.32	27784.72	47988.14
3177	44783.35	Q9DBS1	Tmem43	Mus musculus	Transmembrane protein 43	TMM43_MOUSE	1923.37	3213.24	2689.98	1647.69	1255.39	2543.72	1826.86	1949.20	3280.59	2500.60	1935.33	2682.80	2099.65	Filtered	1820.74	1158.71	1205.56	989.98	1332.19	Filtered	Filtered	987.43	Filtered	2085.63	5497.86	4712.83	3130.24	1914.94	3118.51	3154.77	3927.17	3496.02	Filtered	1931.19	3635.44	Filtered	1819.08	27548.35	2215.08	526.07	2283.55	3036.74	748.12	1479.59	3049.20	3343.82	2223.98	2362.42	3094.28	3084.16	4422.53	2697.02	2607.21	1270.33	1281.50	2904.95	786.21	1598.39	1542.03	988.17	Filtered	2948.06	3390.38	3009.80	9484.64	3149.73	3513.95	3169.94	Filtered	2410.18	3216.39	1226.11	Filtered	1973.65	3532.68	Filtered	1834.97	26681.54	1862.95	1953.77
3178	29814.24	Q9DBS2	Tprg1l	Mus musculus	Tumor protein p63-regulated gene 1-like protein	TPRGL_MOUSE	23770.66	24896.35	27053.91	23519.16	26478.83	26464.62	24129.76	22367.90	20931.55	22321.89	19104.13	29786.53	28488.52	33321.17	39150.66	29516.26	44723.26	43645.77	33742.64	37445.98	44977.97	33599.06	28196.94	29264.20	30965.98	22320.37	33466.55	23266.25	35831.43	33186.84	24494.89	30214.62	37300.92	26496.08	33335.07	26544.50	24297.64	26410.48	23905.50	34110.10	23280.57	32623.36	28525.02	23596.86	26983.84	27047.23	20526.20	22844.26	21628.23	21975.63	20893.78	30516.19	30469.11	32871.77	39816.21	30804.43	45952.54	39355.09	33461.25	36622.23	45058.59	31570.98	25081.04	28766.57	25655.50	23008.69	31085.54	29087.81	48434.05	41344.05	23584.02	31640.37	36307.58	26322.33	33849.41	29171.50	26250.04	31282.87	24902.10	34744.34
3179	"90641.48;90641.48-2;90641.48-3"	"Q9DBX3;Q9DBX3-2;Q9DBX3-3"	Susd2	Mus musculus	"Sushi domain-containing protein 2;Isoform 2 of Sushi domain-containing protein 2;Isoform 3 of Sushi domain-containing protein 2"	SUSD2_MOUSE	Filtered	2080.94	Filtered	1864.87	Filtered	Filtered	3068.93	2224.04	3481.09	2813.13	2096.27	Filtered	Filtered	908.90	1302.61	Filtered	Filtered	Filtered	2142.28	Filtered	Filtered	Filtered	Filtered	1953.75	Filtered	Filtered	2854.41	Filtered	Filtered	Filtered	3459.46	Filtered	Filtered	Filtered	1896.68	Filtered	1643.78	Filtered	Filtered	Filtered	Filtered	2242.26	1984.22	2558.15	Filtered	Filtered	2860.31	Filtered	3792.23	3271.10	3333.09	1676.48	Filtered	1466.66	1583.84	1352.32	Filtered	1051.69	1679.31	Filtered	Filtered	1254.13	Filtered	2447.02	Filtered	2885.40	Filtered	Filtered	2409.39	Filtered	2939.71	Filtered	Filtered	1498.95	Filtered	Filtered	2310.20	Filtered	2887.84	Filtered
3180	25086.69	Q9DBZ5	Eif3k	Mus musculus	Eukaryotic translation initiation factor 3 subunit K	EIF3K_MOUSE	10631.70	12112.14	13206.24	12187.32	10844.53	11829.36	11403.72	9163.35	6653.25	7763.39	6827.33	17673.41	13994.75	9917.20	8546.87	10213.43	7511.45	8894.33	7824.37	12433.94	15749.71	8878.88	20842.09	9077.57	14073.21	10948.09	15823.81	9648.22	15501.55	9205.58	9025.87	15594.84	6031.07	11338.53	9171.77	15137.85	8494.58	25275.45	7196.75	16476.13	9716.12	12733.21	15171.15	12164.41	11510.35	12409.19	11566.40	7427.84	7064.94	7875.98	8807.76	12403.45	14701.13	13263.80	6517.52	10631.09	5340.15	9420.45	5985.85	11617.83	16860.88	11999.13	22096.02	11165.03	14274.85	10308.95	13904.90	9183.79	29937.21	9199.68	8608.63	13901.43	13396.56	11377.46	8565.08	16160.92	12916.07	25748.52	10307.43	17171.15
3181	31113.08	Q9DC07	Nebl	Mus musculus	LIM zinc-binding domain-containing Nebulette	LNEBL_MOUSE	1800.83	3196.09	1117.39	2278.88	1445.63	2153.92	1143.44	1511.88	1580.24	1361.84	1061.06	3141.35	2376.99	1107.22	1083.80	1479.35	1900.38	3479.23	4209.77	2192.36	3896.37	1553.41	1830.27	1287.09	532.04	1741.42	2334.94	1540.00	3279.43	3241.06	2235.00	2213.53	1943.19	1642.90	911.25	1735.82	1842.41	4067.11	2092.08	2713.37	1658.37	2238.50	1303.75	2103.89	928.38	1090.80	1231.35	1412.56	1586.83	1457.85	1029.85	2097.95	4126.65	2094.44	784.67	1407.23	2623.76	3637.38	3955.17	3556.87	2670.59	1793.02	2159.89	1603.78	2609.01	1726.25	2655.20	1531.16	Filtered	3668.99	1876.32	3981.63	2383.70	2199.90	1278.01	3940.97	1256.26	3184.04	1629.18	1812.23
3182	40538.15	Q9DC51	Gnai3	Mus musculus	Guanine nucleotide-binding protein G(i) subunit alpha	GNAI3_MOUSE	7179.39	12087.69	12500.87	5287.40	6840.64	7214.11	7580.67	7922.51	7836.86	7457.46	7957.09	6895.12	6333.42	9120.08	5245.30	6278.13	6000.64	6586.39	6832.22	6297.30	7057.19	7105.83	9637.70	6991.55	8776.64	9466.19	22251.45	7556.68	12658.09	9034.57	9595.44	12293.58	10580.30	9640.57	6873.53	14758.67	6949.24	7602.02	5849.28	11961.89	7196.90	13115.27	8733.82	6199.26	7899.91	5629.82	8287.30	7123.07	7999.10	7422.17	8275.91	7951.74	11363.86	6685.88	5404.60	5780.31	5596.78	5650.99	6373.09	5534.96	5724.19	7822.50	14329.29	6358.31	8958.56	9263.81	14253.11	9171.90	13318.80	11856.32	12170.26	11734.99	10948.79	12363.70	6144.71	8337.04	7551.19	8083.48	9426.51	10011.72
3183	58279.06	Q9DC61	Pmpca	Mus musculus	Mitochondrial-processing peptidase subunit alpha	MPPA_MOUSE	6299.97	6029.25	5911.33	5685.97	6516.26	7542.33	6129.14	5354.16	5612.00	5199.85	7664.80	5593.28	4709.76	6391.54	6843.02	4870.07	5537.32	6172.58	5384.29	5686.40	7327.00	6338.38	7923.77	6090.91	5380.05	9247.45	6423.68	6895.61	8180.76	6620.86	6829.47	7435.43	6087.19	6798.51	5524.32	5656.85	6320.42	4952.15	6882.61	6692.91	7561.87	8606.73	6100.78	6062.53	6613.28	6341.70	7717.38	6407.48	5259.80	5057.92	7240.50	5961.73	6373.24	8237.91	5968.65	6319.10	6419.26	5834.74	5496.72	6033.17	7546.09	8538.37	7130.51	5548.95	6030.67	6862.25	7654.08	6953.90	7369.65	5917.89	8367.93	6960.75	9011.51	6353.19	5972.69	8064.17	6482.87	5663.81	6192.31	6296.41
3184	"55227.16;55227.16-2;55227.16-3"	"Q9DC63;Q9DC63-2;Q9DC63-3"	Fbxo3	Mus musculus	"F-box only protein 3;Isoform 2 of F-box only protein 3;Isoform 3 of F-box only protein 3"	FBX3_MOUSE	3357.78	2580.25	2823.10	2316.37	2609.99	1880.11	2166.47	2695.08	2735.11	2333.39	2844.30	15104.63	2115.34	3073.41	2931.73	4343.69	3745.16	4981.93	3868.66	5136.66	2728.26	4065.58	Filtered	3450.03	1082.72	2258.08	2160.73	2321.23	Filtered	2059.55	2368.94	2564.05	2898.33	2097.40	4013.92	1700.59	3017.05	5254.97	2615.81	2115.13	2364.55	2126.98	375.61	2821.44	4552.61	2323.28	1891.00	2030.99	2761.08	1813.50	1367.82	2629.22	1446.11	2366.68	2829.30	4127.05	3939.12	4294.19	4085.53	4932.86	5439.81	3730.14	1911.38	4833.02	3689.06	2929.69	Filtered	1942.65	Filtered	1428.95	2217.69	1744.54	Filtered	1150.23	4047.47	Filtered	2677.57	4357.33	1470.56	1382.12
3185	24682.87	Q9DC70	Ndufs7	Mus musculus	NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial	NDUS7_MOUSE	6377.76	4568.30	8175.36	5960.76	5181.54	4416.07	6417.06	6943.15	7693.63	5943.73	10317.12	6343.73	5547.04	4181.00	7330.22	4003.47	4365.33	7122.46	6636.46	4025.16	5264.04	5599.68	5366.15	7925.50	8749.35	6740.82	4014.84	6905.95	4870.05	3762.80	6226.53	8051.71	6707.74	7234.98	6154.52	5281.64	6564.17	8083.97	8738.65	3328.28	6069.88	4432.04	5056.03	7843.54	4961.59	6507.85	7518.65	7055.64	7486.17	6130.96	10256.09	6371.77	2275.46	5226.94	5581.14	3851.28	3738.29	6679.38	6466.71	6019.28	6317.65	7579.64	3825.46	5490.29	7152.42	10357.94	Filtered	5942.53	2920.01	6471.81	5588.08	5904.82	5351.73	7977.14	6619.76	5424.48	4790.63	7759.96	11692.48	6927.30
3186	28721.26	Q9DCC4	Pycr3	Mus musculus	Pyrroline-5-carboxylate reductase 3	P5CR3_MOUSE	10579.99	10929.83	11418.75	10079.06	11845.93	10430.42	9759.22	9028.56	8623.79	8689.00	7985.36	15072.42	10473.42	13044.29	11353.86	10743.58	17027.39	14912.09	11773.25	13466.24	13002.94	9136.34	13180.90	10331.37	8578.79	6849.65	18906.13	7389.02	11740.99	10467.06	7667.30	22017.14	13341.07	10508.73	9275.52	9310.97	10268.07	15263.74	10120.66	12980.62	10383.41	10040.66	10479.32	10404.65	12587.81	11054.60	9357.78	8971.16	9361.04	8591.00	7866.94	10467.48	10132.13	11968.39	11360.52	10816.54	16075.41	15779.82	12861.84	13141.78	12052.13	9713.41	19103.28	10649.03	13827.79	8490.44	19154.31	7440.26	16500.44	15268.43	8121.39	14159.43	9845.47	10004.48	9253.00	7662.56	10296.01	19795.35	10223.27	16409.85
3187	23151.26	Q9DCC7	Isoc2b	Mus musculus	Isochorismatase domain-containing protein 2B	ISC2B_MOUSE	2167.24	2231.58	1329.17	2506.71	2424.82	2679.69	1950.61	2541.76	2289.93	2355.93	1507.51	2727.86	2944.66	2211.76	3126.46	2627.50	2932.29	3862.47	2491.11	2685.33	1267.30	3308.74	2467.97	Filtered	955.35	Filtered	1796.18	2870.62	Filtered	Filtered	1391.58	3273.28	Filtered	2427.10	2368.07	Filtered	2822.35	1615.09	1647.03	892.10	2686.97	1678.01	1350.83	2839.56	2349.22	3300.81	2158.19	2205.23	2347.31	1875.30	2945.90	2577.35	3074.63	3657.41	2477.60	2775.34	2938.49	3963.60	3359.55	2819.19	1905.76	2543.42	2952.06	2341.57	1839.28	2059.85	Filtered	1961.50	Filtered	Filtered	2015.06	2255.14	Filtered	2334.88	2663.26	2270.97	3337.73	2244.14	2234.65	Filtered
3188	53247.19	Q9DCD0	Pgd	Mus musculus	6-phosphogluconate dehydrogenase, decarboxylating	6PGD_MOUSE	48715.09	48878.81	50174.08	40650.02	49442.65	53691.87	39955.69	35212.76	33642.12	34440.34	35766.60	45287.44	48286.73	62381.77	52556.21	58402.62	66581.70	68138.82	49472.52	61369.56	52509.75	58191.69	50579.68	45154.94	49066.34	44331.96	52746.63	39480.91	52253.50	49225.46	45185.14	61362.00	55979.15	48487.02	49210.91	65818.55	46807.00	101235.41	41043.63	57559.02	49317.49	52135.76	53197.06	43385.14	50571.13	55321.54	42538.01	36415.40	34579.81	34775.50	36868.38	46336.64	50504.98	67118.94	54803.68	60451.35	66713.95	67229.06	50860.93	61492.75	55852.12	57254.79	53544.95	45791.26	49573.43	46130.89	54829.13	39795.98	56524.85	51191.32	45288.19	62935.71	58968.99	50952.56	49858.04	68079.73	49570.29	105679.48	43454.47	61104.78
3189	"21064.49;21064.49-2"	"Q9DCF9;Q9DCF9-2"	Ssr3	Mus musculus	"Translocon-associated protein subunit gamma;Isoform 2 of Translocon-associated protein subunit gamma"	SSRG_MOUSE	42.85	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	180.76	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	1.00	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	2644.70	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	6011.89	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	539.11	Filtered	1.00	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	746.95	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	231.10	Filtered	Filtered	6251.91	Filtered	Filtered
3190	37984.28	Q9DCH4	Eif3f	Mus musculus	Eukaryotic translation initiation factor 3 subunit F	EIF3F_MOUSE	3487.22	3687.58	3156.56	2986.80	3269.19	2806.81	3510.15	3156.58	4130.15	4160.73	3875.79	3461.66	2682.46	3367.05	3562.01	3089.53	3197.64	2863.12	3310.34	3000.14	4668.77	3662.35	4315.19	4180.07	6171.98	3734.36	3918.75	3602.09	4386.26	4798.22	3298.72	3388.91	5355.26	3583.23	3391.31	4633.68	3475.10	9253.79	3736.34	3574.23	3416.20	4025.42	3980.14	3321.08	3163.47	3544.09	3715.67	3347.91	4215.32	4229.77	4055.07	3473.10	4340.99	3496.88	3673.77	2860.89	2651.89	3010.66	3691.04	2892.15	4657.71	2847.96	3912.48	3977.73	7575.17	4189.10	5297.51	3940.14	6375.81	4442.20	3819.52	4244.30	5339.25	3260.72	4054.12	3315.19	3628.04	8982.77	3406.53	3276.07
3191	35851.1	Q9DCJ1	Mlst8	Mus musculus	Target of rapamycin complex subunit LST8	LST8_MOUSE	3602.74	4583.94	4314.22	4126.46	3682.89	4204.40	4824.06	4561.00	4481.19	3900.92	4513.42	3921.91	3296.71	3730.08	5986.71	4830.30	5342.94	4441.04	3813.17	4945.70	6294.85	4607.73	3006.13	3872.49	3022.38	4421.92	Filtered	3565.09	2815.27	3600.37	4631.64	4382.28	5623.29	3452.48	5148.69	2468.38	4517.68	Filtered	2564.35	2464.40	4093.21	3695.53	2779.10	3896.38	3690.36	4452.86	4817.93	4693.76	4909.92	3483.03	4035.06	Filtered	2803.71	2487.06	5467.02	4668.48	4847.61	4328.67	4623.69	4940.17	4458.25	4984.14	4959.33	4165.40	4035.24	3620.92	Filtered	4380.85	Filtered	3293.28	4979.27	3727.73	4022.33	3533.30	4912.90	Filtered	5013.21	Filtered	3403.53	3062.87
